date,symbol,asset_name,asset_class,close
2025-10-20,159915.SZ,创业板ETF,chinext,2.971
2025-10-21,159915.SZ,创业板ETF,chinext,3.062
2025-10-22,159915.SZ,创业板ETF,chinext,3.039
2025-10-23,159915.SZ,创业板ETF,chinext,3.038
2025-10-24,159915.SZ,创业板ETF,chinext,3.147
2025-10-27,159915.SZ,创业板ETF,chinext,3.209
2025-10-28,159915.SZ,创业板ETF,chinext,3.205
2025-10-29,159915.SZ,创业板ETF,chinext,3.3
2025-10-30,159915.SZ,创业板ETF,chinext,3.239
2025-10-31,159915.SZ,创业板ETF,chinext,3.166
2025-11-03,159915.SZ,创业板ETF,chinext,3.176
2025-11-04,159915.SZ,创业板ETF,chinext,3.112
2025-11-05,159915.SZ,创业板ETF,chinext,3.142
2025-11-06,159915.SZ,创业板ETF,chinext,3.201
2025-11-07,159915.SZ,创业板ETF,chinext,3.185
2025-11-10,159915.SZ,创业板ETF,chinext,3.158
2025-11-11,159915.SZ,创业板ETF,chinext,3.113
2025-11-12,159915.SZ,创业板ETF,chinext,3.108
2025-11-13,159915.SZ,创业板ETF,chinext,3.182
2025-11-14,159915.SZ,创业板ETF,chinext,3.093
2025-11-17,159915.SZ,创业板ETF,chinext,3.084
2025-11-18,159915.SZ,创业板ETF,chinext,3.051
2025-11-19,159915.SZ,创业板ETF,chinext,3.057
2025-11-20,159915.SZ,创业板ETF,chinext,3.026
2025-11-21,159915.SZ,创业板ETF,chinext,2.904
2025-11-24,159915.SZ,创业板ETF,chinext,2.908
2025-11-25,159915.SZ,创业板ETF,chinext,2.961
2025-11-26,159915.SZ,创业板ETF,chinext,3.027
2025-11-27,159915.SZ,创业板ETF,chinext,3.012
2025-11-28,159915.SZ,创业板ETF,chinext,3.035
2025-12-01,159915.SZ,创业板ETF,chinext,3.073
2025-12-02,159915.SZ,创业板ETF,chinext,3.052
2025-12-03,159915.SZ,创业板ETF,chinext,3.019
2025-12-04,159915.SZ,创业板ETF,chinext,3.051
2025-12-05,159915.SZ,创业板ETF,chinext,3.089
2025-12-08,159915.SZ,创业板ETF,chinext,3.171
2025-12-09,159915.SZ,创业板ETF,chinext,3.188
2025-12-10,159915.SZ,创业板ETF,chinext,3.192
2025-12-11,159915.SZ,创业板ETF,chinext,3.146
2025-12-12,159915.SZ,创业板ETF,chinext,3.174
2025-12-15,159915.SZ,创业板ETF,chinext,3.12
2025-12-16,159915.SZ,创业板ETF,chinext,3.06
2025-12-17,159915.SZ,创业板ETF,chinext,3.164
2025-12-18,159915.SZ,创业板ETF,chinext,3.092
2025-12-19,159915.SZ,创业板ETF,chinext,3.107
2025-12-22,159915.SZ,创业板ETF,chinext,3.175
2025-12-23,159915.SZ,创业板ETF,chinext,3.185
2025-12-24,159915.SZ,创业板ETF,chinext,3.212
2025-12-25,159915.SZ,创业板ETF,chinext,3.222
2025-12-26,159915.SZ,创业板ETF,chinext,3.226
2025-12-29,159915.SZ,创业板ETF,chinext,3.205
2025-12-30,159915.SZ,创业板ETF,chinext,3.229
2025-12-31,159915.SZ,创业板ETF,chinext,3.186
2026-01-05,159915.SZ,创业板ETF,chinext,3.281
2026-01-06,159915.SZ,创业板ETF,chinext,3.303
2026-01-07,159915.SZ,创业板ETF,chinext,3.311
2026-01-08,159915.SZ,创业板ETF,chinext,3.287
2026-01-09,159915.SZ,创业板ETF,chinext,3.314
2026-01-12,159915.SZ,创业板ETF,chinext,3.371
2026-01-13,159915.SZ,创业板ETF,chinext,3.306
2026-01-14,159915.SZ,创业板ETF,chinext,3.332
2026-01-15,159915.SZ,创业板ETF,chinext,3.352
2026-01-16,159915.SZ,创业板ETF,chinext,3.346
2026-01-19,159915.SZ,创业板ETF,chinext,3.318
2026-01-20,159915.SZ,创业板ETF,chinext,3.263
2026-01-21,159915.SZ,创业板ETF,chinext,3.281
2026-01-22,159915.SZ,创业板ETF,chinext,3.315
2026-01-23,159915.SZ,创业板ETF,chinext,3.337
2026-01-26,159915.SZ,创业板ETF,chinext,3.305
2026-01-27,159915.SZ,创业板ETF,chinext,3.327
2026-01-28,159915.SZ,创业板ETF,chinext,3.307
2026-01-29,159915.SZ,创业板ETF,chinext,3.292
2026-01-30,159915.SZ,创业板ETF,chinext,3.335
2026-02-02,159915.SZ,创业板ETF,chinext,3.252
2026-02-03,159915.SZ,创业板ETF,chinext,3.313
2026-02-04,159915.SZ,创业板ETF,chinext,3.297
2026-02-05,159915.SZ,创业板ETF,chinext,3.238
2026-02-06,159915.SZ,创业板ETF,chinext,3.229
2026-02-09,159915.SZ,创业板ETF,chinext,3.321
2026-02-10,159915.SZ,创业板ETF,chinext,3.311
2026-02-11,159915.SZ,创业板ETF,chinext,3.273
2026-02-12,159915.SZ,创业板ETF,chinext,3.319
2026-02-13,159915.SZ,创业板ETF,chinext,3.265
2026-02-24,159915.SZ,创业板ETF,chinext,3.295
2026-02-25,159915.SZ,创业板ETF,chinext,3.344
2026-02-26,159915.SZ,创业板ETF,chinext,3.336
2026-02-27,159915.SZ,创业板ETF,chinext,3.301
2026-03-02,159915.SZ,创业板ETF,chinext,3.282
2026-03-03,159915.SZ,创业板ETF,chinext,3.205
2026-03-04,159915.SZ,创业板ETF,chinext,3.154
2026-03-05,159915.SZ,创业板ETF,chinext,3.206
2026-03-06,159915.SZ,创业板ETF,chinext,3.225
2026-03-09,159915.SZ,创业板ETF,chinext,3.201
2026-03-10,159915.SZ,创业板ETF,chinext,3.296
2026-03-11,159915.SZ,创业板ETF,chinext,3.335
2026-03-12,159915.SZ,创业板ETF,chinext,3.308
2026-03-13,159915.SZ,创业板ETF,chinext,3.3
2026-03-16,159915.SZ,创业板ETF,chinext,3.349
2026-03-17,159915.SZ,创业板ETF,chinext,3.273
2026-03-18,159915.SZ,创业板ETF,chinext,3.338
2026-03-19,159915.SZ,创业板ETF,chinext,3.303
2026-03-20,159915.SZ,创业板ETF,chinext,3.341
2026-03-23,159915.SZ,创业板ETF,chinext,3.228
2026-03-24,159915.SZ,创业板ETF,chinext,3.237
2026-03-25,159915.SZ,创业板ETF,chinext,3.307
2026-03-26,159915.SZ,创业板ETF,chinext,3.263
2026-03-27,159915.SZ,创业板ETF,chinext,3.293
2026-03-30,159915.SZ,创业板ETF,chinext,3.264
2026-03-31,159915.SZ,创业板ETF,chinext,3.182
2026-04-01,159915.SZ,创业板ETF,chinext,3.232
2026-04-02,159915.SZ,创业板ETF,chinext,3.164
2026-04-03,159915.SZ,创业板ETF,chinext,3.141
2026-04-07,159915.SZ,创业板ETF,chinext,3.151
2026-04-08,159915.SZ,创业板ETF,chinext,3.345
2026-04-09,159915.SZ,创业板ETF,chinext,3.32
2026-04-10,159915.SZ,创业板ETF,chinext,3.437
2026-04-13,159915.SZ,创业板ETF,chinext,3.468
2026-04-14,159915.SZ,创业板ETF,chinext,3.55
2026-04-15,159915.SZ,创业板ETF,chinext,3.511
2026-04-16,159915.SZ,创业板ETF,chinext,3.624
2026-04-17,159915.SZ,创业板ETF,chinext,3.67
2026-04-20,159915.SZ,创业板ETF,chinext,3.672
2026-04-21,159915.SZ,创业板ETF,chinext,3.681
2026-04-22,159915.SZ,创业板ETF,chinext,3.758
2026-04-23,159915.SZ,创业板ETF,chinext,3.728
2026-04-24,159915.SZ,创业板ETF,chinext,3.674
2026-04-27,159915.SZ,创业板ETF,chinext,3.652
2026-04-28,159915.SZ,创业板ETF,chinext,3.602
2026-04-29,159915.SZ,创业板ETF,chinext,3.694
2026-04-30,159915.SZ,创业板ETF,chinext,3.689
2026-05-06,159915.SZ,创业板ETF,chinext,3.786
2026-05-07,159915.SZ,创业板ETF,chinext,3.845
2026-05-08,159915.SZ,创业板ETF,chinext,3.806
2026-05-11,159915.SZ,创业板ETF,chinext,3.947
2026-05-12,159915.SZ,创业板ETF,chinext,3.94
2026-05-13,159915.SZ,创业板ETF,chinext,4.048
2026-05-14,159915.SZ,创业板ETF,chinext,3.961
2026-05-15,159915.SZ,创业板ETF,chinext,3.97
2026-05-18,159915.SZ,创业板ETF,chinext,3.923
2026-05-19,159915.SZ,创业板ETF,chinext,3.922
2026-05-20,159915.SZ,创业板ETF,chinext,3.932
2026-05-21,159915.SZ,创业板ETF,chinext,3.846
2026-05-22,159915.SZ,创业板ETF,chinext,3.946
2026-05-25,159915.SZ,创业板ETF,chinext,4.034
2026-05-26,159915.SZ,创业板ETF,chinext,4.055
2026-05-27,159915.SZ,创业板ETF,chinext,4.056
2026-05-28,159915.SZ,创业板ETF,chinext,4.138
2026-05-29,159915.SZ,创业板ETF,chinext,4.053
2026-06-01,159915.SZ,创业板ETF,chinext,3.964
2026-06-02,159915.SZ,创业板ETF,chinext,4.071
2026-06-03,159915.SZ,创业板ETF,chinext,4.145
2026-06-04,159915.SZ,创业板ETF,chinext,4.1
2026-06-05,159915.SZ,创业板ETF,chinext,3.977
